"","Model"
"Min. 1 Day Min",6.98
"Med. 1 Day Min",14.3
"Min. 3 Day Min",7.1
"Med. 3 Day Min",14.5
"Min. 7 Day Min",7.39
"Med. 7 Day Min",15.2
"Min. 30 Day Min",9.17
"Med. 30 Day Min",19.7
"Min. 90 Day Min",14
"Med. 90 Day Min",29.2
"7Q10",9.06
"Year of 90-Day Low Flow",2002
"Drought Year Mean",48.1341770092394
"Mean Baseflow",53.3
